user_id:token	item_id:token	rating:float	timestamp:float
18	2686	5	978156368
18	3489	4	978152574
18	26	4	978157335
18	29	3	978154361
18	2253	1	978153936
18	920	5	978156444
18	1527	4	978153329
18	780	3	978153540
18	3703	5	978153104
18	1387	4	978153033
18	3704	4	978153493
18	3705	3	978154005
18	3633	5	978153219
18	783	3	978154962
18	3635	5	978153146
18	1022	5	978154907
18	1960	5	978156549
18	2763	3	978153370
18	3639	5	978153146
18	2764	4	978155766
18	1962	5	978156664
18	1025	4	978154962
18	3494	4	978154433
18	421	4	978154467
18	1028	5	978155186
18	1029	4	978154931
18	1967	5	978152515
18	1968	5	978156582
18	353	5	978153426
18	2402	2	978153894
18	34	5	978155186
18	2404	2	978153977
18	1606	2	978153977
18	2336	5	978156489
18	288	4	978153612
18	2193	5	978153476
18	1391	3	978153583
18	2194	4	978155766
18	2268	4	978156753
18	1396	4	978155721
18	2916	3	978153241
18	1032	4	978154907
18	1033	4	978154982
18	1036	3	978153033
18	3578	4	978153104
18	434	2	978153612
18	364	5	978154798
18	291	1	978152203
18	292	4	978153513
18	44	4	978153795
18	2414	4	978153453
18	367	4	978152486
18	368	3	978153219
18	47	1	978155654
18	296	5	978155542
18	48	4	978155072
18	1617	5	978154270
18	1544	3	978153771
18	2348	3	978156476
18	940	4	978154433
18	2278	3	978155785
18	3723	4	978157195
18	2858	5	978156168
18	1049	1	978154621
18	50	5	978155510
18	2421	1	978154693
18	2422	1	978154031
18	377	2	978153219
18	1552	1	978154572
18	2355	5	978154798
18	1126	1	978152596
18	3668	3	978156936
18	2797	4	978152454
18	380	3	978153303
18	527	5	978156146
18	454	3	978157412
18	1702	4	978152573
18	2291	5	978156714
18	1635	1	978156936
18	1562	1	978154104
18	2294	4	978154931
18	1639	4	978156954
18	2000	4	978153146
18	2001	3	978153303
18	2002	4	978153557
18	1200	4	978153033
18	1499	1	978154104
18	1201	4	978152999
18	2005	5	978152515
18	2006	3	978153303
18	969	5	978153033
18	2872	5	978152515
18	1207	5	978156168
18	2947	5	978153076
18	2948	5	978153170
18	1064	2	978155020
18	531	5	978155207
18	532	1	978155861
18	1711	4	978155816
18	466	3	978153683
18	2370	5	978153453
18	3247	4	978155837
18	1643	5	978157031
18	3175	5	978154433
18	2373	3	978153894
18	2375	4	978152203
18	3751	5	978154798
18	1210	5	978153076
18	3753	3	978153170
18	2951	4	978153146
18	2014	2	978155339
18	2953	1	978155409
18	1215	5	978153170
18	2018	4	978154907
18	2019	5	978152973
18	1073	4	978152454
18	2959	4	978156664
18	616	5	978155020
18	546	2	978154104
18	3252	4	978156893
18	2450	1	978154693
18	1721	4	978157031
18	475	4	978157031
18	3255	4	978156876
18	3257	2	978153771
18	1580	5	978153303
18	110	5	978152973
18	86	3	978157068
18	1654	4	978152596
18	2384	2	978155233
18	1587	4	978154534
18	2020	5	978156773
18	2021	4	978152486
18	2025	2	978156808
18	2028	5	978152973
18	2893	2	978153370
18	3698	3	978153796
18	551	5	978155207
18	552	2	978153540
18	555	4	978153192
18	1801	1	978153513
18	1089	5	978155654
18	3260	5	978156726
18	1804	3	978155874
18	485	2	978153854
18	1805	4	978155816
18	1732	3	978155766
18	2391	1	978155685
18	95	1	978153557
18	1591	1	978154005
18	3269	4	978154505
18	2394	4	978154907
18	1739	1	978153912
18	3911	1	978152319
18	2100	4	978152486
18	2105	4	978153476
18	1234	5	978155529
18	1094	4	978156595
18	1097	5	978152454
18	493	3	978155721
18	2542	4	978155706
18	3418	1	978153104
18	2616	4	978152203
18	2470	3	978154505
18	2617	1	978153540
18	1676	3	978153683
18	1678	5	978156714
18	208	1	978153771
18	2115	5	978153303
18	2042	1	978155392
18	1240	5	978153104
18	2116	4	978154452
18	1242	5	978152999
18	1246	5	978156549
33	1175	2	978558758
33	1249	2	978557891
33	3421	2	978108416
33	2550	4	978109889
33	2553	3	978109215
33	2554	4	978985564
33	1680	3	978110174
33	3359	3	978982566
33	1682	2	978985549
33	3935	2	978983298
33	1321	3	978559166
33	2124	3	978985788
33	1250	3	978108540
33	2991	5	978559073
33	1252	3	978557849
33	1253	5	978982834
33	3868	3	978110115
33	2993	5	978985549
33	1183	2	978985480
33	2997	3	978108775
33	1258	5	978558041
33	1259	5	978108756
33	653	2	978110600
33	581	4	978982758
33	3504	3	978982449
33	3505	4	978983174
33	1189	5	978982362
33	3507	4	978985173
33	3435	4	978558041
33	3362	4	978108516
33	2633	4	978108992
33	3363	4	978983220
33	586	4	978983558
33	3364	4	978982738
33	1834	4	978985055
33	2637	3	978558041
33	589	4	978558041
33	2638	3	978558063
33	2565	5	978558758
33	223	1	978983439
33	150	4	978558301
33	154	3	978108840
33	1699	1	978559237
33	2132	3	978108437
33	2206	4	978109468
33	1333	5	978558219
33	2064	2	978557891
33	1263	4	978108825
33	1265	3	978109513
33	1339	5	978985700
33	1266	4	978109054
33	1193	5	978557765
33	733	2	978110632
33	1267	3	978558301
33	1269	4	978108695
33	1196	5	978108182
33	590	2	978982906
33	1198	5	978108245
33	2640	4	978985142
33	592	4	978109639
33	3516	2	978558395
33	593	5	978108216
33	594	3	978558165
33	2716	4	978558990
33	595	3	978982802
33	2644	5	978109007
33	2571	3	978109133
33	300	2	978109430
33	2646	4	978110075
33	2647	4	978110075
33	2648	4	978558650
33	230	3	978985788
33	2649	4	978110075
33	3016	3	978985654
33	1340	4	978110466
33	3018	2	978982541
33	2070	4	978109534
33	3019	5	978983126
33	2071	4	978110296
33	1343	5	978558758
33	1270	4	978558097
33	1344	4	978109513
33	1345	2	978559312
33	1272	4	978982999
33	2076	3	978109448
33	1348	3	978558492
33	1278	3	978109568
33	3451	3	978109180
33	2650	4	978558041
33	3526	3	978982708
33	3527	5	978558008
33	678	5	978108639
33	2728	2	978557933
33	3386	5	978110004
33	1784	4	978558241
33	1785	3	978109534
33	316	2	978110442
33	318	5	978108216
33	319	3	978982867
33	1350	3	978982802
33	2080	3	978558165
33	1356	4	978109737
33	1283	3	978558219
33	2159	4	978109367
33	1357	4	978109488
33	1358	5	978982693
33	1287	3	978983032
33	3461	3	978109915
33	3608	4	978983108
33	2660	3	978557731
33	2661	4	978109215
33	2662	4	978110313
33	2664	5	978558395
33	2739	2	978982867
33	3396	2	978108058
33	1792	4	978110411
33	3397	1	978985682
33	3398	1	978985733
33	3100	2	978109979
33	3101	4	978107833
33	3102	4	978109760
33	3105	4	978983457
33	3032	3	978110660
33	2303	2	978985654
33	2160	4	978558357
33	902	2	978559044
33	903	4	978108516
33	1291	5	978109294
33	904	4	978108299
33	1367	3	978110716
33	1294	3	978108740
33	1295	2	978985608
33	907	2	978557832
33	1296	2	978558301
33	908	5	978108540
33	1299	3	978108478
33	3471	4	978557989
33	3546	4	978559204
33	2817	2	978108058
33	2746	2	978985788
33	3476	3	978982920
33	2747	3	978558792
33	2674	3	978982589
33	1945	3	978558097
33	1946	3	978558007
33	1873	2	978557914
33	1947	3	978558428
33	260	5	978108571
33	3110	4	978982170
33	3111	3	978108858
33	337	3	978109709
33	16	3	978110004
33	2313	4	978109621
33	17	1	978558517
33	3044	3	978109915
33	910	2	978558517
33	1517	4	978109931
33	2174	3	978109760
33	1372	4	978110174
33	912	3	978557865
33	2176	3	978110098
33	1374	4	978558357
33	914	5	978108939
33	2178	4	978558063
33	916	3	978982449
33	919	4	978108416
33	3551	3	978557891
33	3552	4	978108880
33	1012	3	978109367
33	1953	4	978108775
33	1954	3	978109639
33	1017	3	978983314
33	1955	5	978558301
33	1956	5	978108794
33	1019	4	978110366
33	1958	3	978985142
33	1885	5	978559260
33	3121	3	978108460
33	345	5	978109849
33	349	5	978558808
33	1380	2	978985081
33	2183	5	978558122
33	923	2	978557810
33	2186	3	978108516
33	924	4	978108695
33	1387	4	978108540
33	926	3	978982783
33	927	2	978559122
33	3635	4	978109782
33	858	5	978108245
33	2908	3	978108898
33	2762	4	978108740
33	1961	4	978108914
33	3639	5	978559138
33	3494	2	978983278
33	1892	3	978109979
33	1028	4	978559122
33	3498	5	978557914
33	3499	4	978109591
33	3203	3	978110296
33	32	2	978109568
33	3204	4	978983262
33	34	2	978109250
33	36	4	978985021
33	3062	3	978558792
33	2406	3	978110004
33	930	4	978108571
33	3068	4	978108416
33	2193	3	978110045
33	1464	3	978985495
33	931	4	978983054
33	2194	5	978109272
33	932	3	978109250
33	2268	5	978558650
33	1393	2	978558357
33	1394	3	978557952
33	2912	2	978109196
33	1101	4	978110149
33	866	2	978109448
33	2915	3	978558701
33	1103	4	978558758
33	2916	4	978109782
33	1104	2	978982867
33	2918	3	978558263
33	3576	3	978109931
33	1035	5	978109398
33	431	4	978109054
33	2779	2	978110075
33	508	4	978109833
33	509	2	978110600
33	364	3	978109488
33	1610	5	978558546
33	293	3	978558462
33	3072	5	978109231
33	47	5	978558462
33	2344	3	978110676
33	1615	3	978985592
33	296	3	978108516
33	3147	5	978558182
33	2272	2	978985532
33	2346	3	978110466
33	2278	3	978985081
33	2921	3	978983147
33	2922	3	978109798
33	949	5	978982566
33	3727	3	978109079
33	2852	4	978109674
33	2926	3	978110698
33	1982	5	978559073
33	3587	3	978983457
33	2858	4	978108299
33	50	3	978558122
33	3152	3	978109621
33	2423	3	978109551
33	377	4	978109468
33	2353	4	978109798
33	1625	2	978110676
33	2288	4	978982758
33	952	3	978110296
33	953	4	978557973
33	3733	3	978983147
33	2932	2	978985480
33	3735	4	978108516
33	2791	4	978108670
33	1125	4	978110427
33	1127	4	978109413
33	2867	2	978558263
33	2795	4	978558241
33	1994	4	978109639
33	3599	3	978557832
33	2797	3	978110395
33	3230	4	978110411
33	1997	5	978108416
33	527	3	978107833
33	454	4	978110004
33	2433	3	978109915
33	1635	5	978983331
33	3167	3	978109591
33	3168	3	978110296
33	3095	1	978982589
33	2366	3	978558631
33	3169	3	978558462
33	3098	2	978109889
33	2000	5	978982906
33	2001	4	978109889
33	1200	4	978558041
33	1201	5	978982509
33	2941	4	978558792
33	3671	3	978109833
33	1130	4	978110313
33	2944	4	978108808
33	2871	5	978557914
33	969	4	978109271
33	1206	4	978109054
33	2009	4	978110616
33	1207	5	978982541
33	1061	4	978983262
33	3676	3	978982566
33	2947	5	978558357
33	1208	4	978108825
33	2948	4	978558200
33	1136	4	978108460
33	608	4	978108216
33	538	2	978983174
33	3244	4	978110380
33	1717	3	978107833
33	971	3	978108879
33	2010	4	978108571
33	1210	5	978108058
33	2951	3	978558374
33	3827	4	978110486
33	3681	3	978982449
33	1213	5	978108587
33	3682	5	978108655
33	1214	4	978108695
33	3683	2	978982449
33	3685	3	978983359
33	1219	5	978108571
33	2959	3	978110716
33	1079	5	978109688
33	3250	3	978110353
33	474	5	978983383
33	1721	5	978109979
33	3253	3	978110600
33	3256	5	978109709
33	2455	4	978109674
33	1653	2	978559091
33	110	2	978982589
33	2529	5	978109166
33	111	5	978108437
33	3186	3	978109889
33	2384	1	978983298
33	1729	5	978985622
33	2459	3	978110098
33	1584	4	978558828
33	3760	3	978110026
33	1221	5	978557713
33	3836	4	978983205
33	1222	4	978558200
33	3693	1	978983108
33	1225	5	978108182
33	1152	3	978983262
33	1080	3	978558301
33	1227	3	978982489
33	1084	4	978983262
33	3699	2	978110600
33	1085	3	978109106
33	1086	4	978109513
33	480	5	978110026
33	1088	2	978110698
33	555	4	978558828
33	1089	5	978559044
33	3334	3	978109054
33	2391	4	978109863
33	1663	2	978982980
33	2467	4	978983516
33	2396	2	978108939
33	3911	2	978108939
33	2398	3	978558808
33	1300	5	978557952
33	1301	4	978982867
33	1302	2	978109513
33	3844	5	978110149
33	1230	3	978982738
33	1304	3	978557866
33	1231	3	978109250
33	2109	4	978985430
33	1234	5	978982541
33	1235	3	978982693
33	1090	3	978558041
33	1092	4	978109382
33	1094	4	978109271
33	1095	1	978985700
33	1096	4	978110486
33	3340	4	978108740
33	1097	4	978982390
33	2612	4	978982608
33	565	3	978983262
33	3271	4	978109833
33	3418	4	978109945
33	569	2	978983074
33	1674	5	978109166
33	1678	2	978558122
33	2115	4	978109760
33	1240	4	978108794
33	2117	3	978110427
33	2118	4	978558596
33	2983	4	978983205
33	1245	2	978110466
33	1246	5	978558517
33	1247	3	978982390
38	648	3	978045876
38	2485	3	978045193
38	141	3	978045807
38	215	3	978044874
38	1688	3	978046303
38	1183	5	978044808
38	2059	4	978046369
38	586	4	978046369
38	587	4	978044341
38	588	4	978046270
38	1835	3	978044980
38	224	4	978044682
38	1	5	978046225
38	3948	4	978046603
38	2572	4	978044874
38	1917	3	978045850
38	1777	4	978045545
38	236	4	978045041
38	2144	4	978045618
38	2145	4	978045635
38	2724	3	978045084
38	2581	4	978045000
38	249	5	978044682
38	2082	4	978046407
38	1353	3	978045139
38	2805	3	978045228
38	902	4	978045603
38	2096	5	978046151
38	691	2	978045112
38	838	4	978044682
38	2671	4	978044916
38	2677	4	978045361
38	13	3	978046407
38	337	3	978045712
38	265	2	978044548
38	339	4	978044896
38	17	4	978044606
38	1441	3	978044896
38	2171	4	978044682
38	3623	3	978045876
38	779	2	978045250
38	342	3	978044771
38	1888	3	978045139
38	2324	5	978045382
38	1380	4	978046582
38	1894	3	978045139
38	1895	3	978045041
38	356	4	978044437
38	34	3	978046225
38	357	5	978044738
38	39	4	978044644
38	2336	4	978045400
38	1463	3	978044808
38	1393	5	978044548
38	500	4	978045823
38	361	3	978045000
38	364	4	978046270
38	2340	3	978044835
38	46	3	978044954
38	3072	4	978044383
38	47	4	978046106
38	296	3	978047091
38	48	3	978045112
38	1479	3	978045139
38	440	3	978044808
38	1620	4	978046134
38	377	4	978044714
38	2355	4	978046270
38	1059	3	978044852
38	381	4	978045958
38	455	3	978046465
38	2431	4	978045675
38	2432	3	978045519
38	2506	4	978044980
38	1704	5	978045693
38	64	2	978044936
38	2297	2	978045162
38	1569	4	978044916
38	531	3	978044473
38	605	3	978044980
38	539	4	978044771
38	2442	5	978045463
38	74	3	978045162
38	1573	4	978045658
38	543	3	978044808
38	1721	4	978044771
38	3259	3	978045193
38	1088	4	978045910
38	1801	4	978045193
38	3408	4	978046023
38	92	1	978045312
38	1735	3	978044874
38	1593	2	978045192
38	2396	5	978044548
38	1307	5	978045418
38	708	4	978044771
38	490	2	978044437
38	1672	4	978046040
38	1246	4	978045488
38	1247	4	978045768
58	1175	5	977934190
58	1249	5	977937308
58	2989	4	977935475
58	1320	3	977936083
58	1321	5	977937696
58	2124	4	977941553
58	3937	3	977942156
58	3864	3	977936249
58	1250	5	977936590
58	2991	4	977935515
58	2054	4	977942104
58	1253	4	977938544
58	720	5	977937005
58	3868	5	977941054
58	2993	4	977935370
58	2057	4	977941185
58	2997	5	977937036
58	1258	5	977936749
58	1185	5	977937134
58	1259	3	977938792
58	1186	4	977940336
58	589	4	977935076
58	1333	5	977937515
58	3948	4	977941493
58	1261	5	977935216
58	2137	4	977938976
58	2064	4	977936872
58	1408	5	977935370
58	2139	4	977940446
58	1264	4	977934987
58	1193	5	977933866
58	1267	5	977936716
58	661	5	977939066
58	1268	3	977941276
58	1196	4	977934987
58	1197	5	977935034
58	736	4	977936173
58	1198	5	977935034
58	737	1	977942400
58	1199	5	977934627
58	592	4	977935170
58	593	5	977936684
58	594	5	977937809
58	595	4	977940969
58	596	5	977938362
58	2140	5	977941845
58	1411	5	977937275
58	3019	4	977937932
58	2144	3	977939004
58	1270	4	977938029
58	2076	5	977938362
58	1274	5	977937420
58	741	5	977938362
58	1275	4	977935370
58	2078	5	977941185
58	671	4	977942030
58	674	4	977942104
58	748	2	977936326
58	3024	2	977942329
58	1350	3	977938731
58	3893	4	977941523
58	1282	5	977937809
58	2085	3	977940490
58	1356	4	977935414
58	750	5	977936749
58	1358	5	977937242
58	1285	4	977938392
58	2089	3	977941734
58	1287	4	977935138
58	1288	5	977937165
58	3101	4	977941364
58	2300	4	977937275
58	1500	4	977939004
58	3033	4	977942193
58	3107	3	977936040
58	3108	4	977940341
58	3039	4	977940969
58	903	5	977937515
58	1291	3	977935323
58	904	4	977936684
58	2094	4	977936113
58	1294	4	977936648
58	1295	4	977938976
58	908	5	977936749
58	1298	4	977938756
58	695	4	977940916
58	2311	5	977942063
58	3114	5	977936872
58	2313	5	977937973
58	2315	2	977933811
58	1370	3	977935859
58	1517	5	977938890
58	1371	5	977936326
58	2174	5	977937747
58	1372	2	977935918
58	912	5	977936779
58	1373	2	977942267
58	913	5	977936827
58	2176	4	977938869
58	1374	5	977935475
58	1375	3	977942063
58	1376	2	977935776
58	1377	4	977935918
58	1378	3	977936083
58	919	5	977936622
58	849	2	977942329
58	778	5	977937207
58	2321	4	977938939
58	2324	5	977937067
58	920	5	977937165
58	2329	5	977939040
58	1527	4	977935918
58	2184	4	977938362
58	924	5	977941805
58	780	4	977942156
58	1387	4	977935106
58	926	4	977937340
58	858	5	977934987
58	788	4	977942240
58	2402	3	977936210
58	3060	4	977940379
58	2405	2	977936146
58	1603	2	977942193
58	2406	3	977935776
58	2333	5	977940916
58	2407	4	977941967
58	2408	2	977942329
58	2409	3	977936113
58	2336	5	977938976
58	2193	4	977935776
58	1391	4	977936249
58	2194	4	977935106
58	1466	4	977941125
58	1393	3	977940995
58	1394	5	977936827
58	1396	4	977941973
58	3210	4	977941214
58	2410	3	977936249
58	1610	4	977938315
58	3070	5	977942030
58	3072	4	977940916
58	3148	5	977941276
58	1617	5	977936622
58	1544	3	977942240
58	2348	4	977936464
58	3153	4	977935475
58	3083	4	977936930
58	1552	1	977936000
58	3088	3	977938460
58	2359	4	977939040
58	2288	4	977935106
58	880	2	977942400
58	954	4	977936684
58	3160	5	977937207
58	2363	4	977935263
58	2364	4	977942104
58	2291	5	977938544
58	2365	4	977935958
58	2366	4	977935216
58	1639	4	977938792
58	3098	5	977937696
58	968	4	977939100
58	969	4	977935323
58	1641	4	977938792
58	3246	4	977938113
58	3175	4	977941890
58	3176	4	977941493
58	1573	3	977935414
58	2450	3	977942296
58	3328	5	977933866
58	2527	4	977935776
58	2454	5	977942000
58	2528	4	977942000
58	2455	5	977938731
58	1653	3	977941890
58	1580	5	977935776
58	110	4	977935076
58	2529	5	977935263
58	2456	2	977942362
58	111	4	977936930
58	2384	3	977938869
58	1584	3	977941845
58	1586	3	977936040
58	1587	5	977936000
58	3404	4	977936249
58	2530	2	977942156
58	1801	2	977936326
58	3260	4	977939100
58	2531	3	977942240
58	2532	2	977936000
58	2533	3	977936146
58	2463	4	977940969
58	1663	5	977938939
58	1590	4	977936275
58	2393	3	977936146
58	1591	3	977942362
58	3269	2	977942104
58	2467	4	977937696
58	2395	5	977938260
58	3198	5	977938184
58	2396	5	977936980
58	1597	4	977936083
58	2613	4	977942156
58	2615	3	977942240
58	3418	4	977935138
58	2617	4	977936040
58	3274	3	977936173
58	1747	4	977941023
58	1674	3	977939100
58	1748	5	977934237
58	1676	5	977934904
58	2628	4	977935606
58	1682	4	977938362
58	2701	3	977942362
58	2706	4	977941081
58	1831	3	977942296
58	1760	1	977933866
58	3438	3	977936210
58	1909	4	977941967
58	1690	4	977936364
58	223	5	977938315
58	1694	4	977937591
58	151	4	977938544
58	153	3	977936326
58	2640	4	977942000
58	2641	3	977935958
58	2642	2	977942329
58	2716	4	977938460
58	2643	1	977942431
58	2644	3	977938544
58	2571	5	977937781
58	3448	3	977941493
58	1918	3	977936326
58	160	2	977942400
58	235	4	977938425
58	162	5	977937667
58	1779	3	977942267
58	163	5	977935323
58	3451	5	977936749
58	1921	5	977938209
58	3526	4	977940379
58	3527	5	977935606
58	2725	5	977938086
58	1923	5	977938544
58	2580	4	977938159
58	2728	4	977937591
58	2657	4	977942030
58	316	4	977942104
58	318	5	977936590
58	172	3	977942296
58	173	3	977942329
58	2804	5	977936648
58	2807	1	977942466
58	2734	3	977941523
58	2808	1	977942362
58	2735	3	977936275
58	2662	5	977935606
58	1862	3	977942431
58	2668	4	977942193
58	327	3	977942329
58	329	4	977936040
58	185	2	977942240
58	3471	5	977937547
58	2744	4	977937105
58	2746	4	977933812
58	3476	4	977940969
58	1873	5	977937368
58	260	5	977936648
58	17	4	977937781
58	196	3	977942193
58	1010	3	977941734
58	3552	5	977938622
58	3481	5	977938622
58	2826	5	977935958
58	1954	4	977941125
58	1955	3	977938460
58	1882	3	977942400
58	1883	3	977941691
58	1019	3	977941967
58	342	4	977941246
58	21	4	977935263
58	29	5	977934157
58	3700	3	977938731
58	3702	5	977935138
58	3703	5	977935076
58	3704	3	977942063
58	3635	4	977935216
58	1022	5	977938976
58	2762	5	977937472
58	1960	5	977937720
58	1961	3	977938668
58	3639	4	977935414
58	2692	5	977935034
58	1965	5	977934423
58	3499	3	977939066
58	1968	5	977937973
58	353	4	977935810
58	32	5	977934734
58	356	5	977941493
58	34	4	977937515
58	357	4	977940916
58	39	4	977940969
58	288	3	977935263
58	2912	5	977935170
58	1101	4	977936113
58	2915	4	977940336
58	1103	5	977937165
58	2916	3	977938821
58	2918	5	977938425
58	2919	4	977938055
58	2846	3	977941553
58	1036	3	977935216
58	3578	5	977935170
58	1037	3	977942267
58	435	4	977942296
58	509	5	977938209
58	293	5	977938029
58	367	4	977941276
58	368	4	977936210
58	296	5	977936622
58	3723	4	977940379
58	3654	4	977934987
58	1041	3	977937973
58	2857	4	977938460
58	1982	4	977938460
58	2858	4	977936622
58	517	5	977936326
58	519	3	977942431
58	377	4	977935515
58	379	2	977936113
58	3802	2	977942362
58	3660	2	977942240
58	1120	4	977940307
58	3663	1	977942431
58	3664	1	977942431
58	1124	3	977941523
58	3593	1	977942466
58	2791	5	977938976
58	1125	4	977941331
58	1127	4	977935216
58	2867	4	977940406
58	2795	4	977940995
58	1129	5	977935606
58	1994	4	977938792
58	1997	4	977938113
58	527	5	977936561
58	457	4	977937865
58	66	1	977942466
58	2000	4	977935323
58	3740	4	977935811
58	2001	4	977935859
58	2002	3	977936249
58	1200	5	977935076
58	3671	5	977937932
58	2005	3	977941081
58	2006	5	977935475
58	1204	5	977936561
58	2944	4	977935106
58	2871	3	977938113
58	1205	4	977936364
58	2872	5	977935170
58	1206	5	977936953
58	1060	4	977938544
58	2947	4	977935034
58	1208	5	977934375
58	2948	4	977935216
58	1136	5	977937308
58	2949	4	977935138
58	608	5	977936561
58	392	4	977938544
58	70	4	977935859
58	2010	5	977937207
58	2011	4	977942000
58	3751	5	977937618
58	2012	3	977942104
58	1210	5	977941023
58	3826	3	977942156
58	1213	5	977937340
58	3755	5	977936083
58	1214	5	977935034
58	1215	4	977935263
58	2018	5	977938159
58	610	5	977935413
58	2019	4	977934987
58	1217	5	977936872
58	611	3	977942104
58	1219	5	977936803
58	1073	4	977938425
58	2959	5	977938792
58	541	5	977936779
58	471	4	977938792
58	2020	5	977937618
58	2021	4	977934328
58	1220	4	977938595
58	3835	2	977933866
58	1221	4	977933811
58	1222	5	977937165
58	2025	4	977941054
58	2890	5	977937932
58	1224	4	977937275
58	2891	5	977941600
58	1225	5	977936561
58	2028	5	977935034
58	1080	4	977937420
58	3697	3	977942104
58	2968	5	977934293
58	3698	2	977942156
58	3699	4	977941890
58	480	4	977935323
58	1089	5	977936827
58	95	2	977936249
58	1301	5	977940379
58	2105	5	977941967
58	1230	3	977937207
58	1304	4	977935034
58	1231	5	977937515
58	2034	5	977942193
58	1307	4	977938392
58	1235	5	977936651
58	2038	3	977942193
58	1090	5	977937696
58	562	4	977938322
58	1097	4	977938976
58	497	4	977940446
58	3923	3	977942156
58	1311	1	977936528
58	3927	4	977938668
58	2115	4	977935606
58	1240	5	977935034
58	2116	4	977941890
58	2117	4	977941845
58	1242	5	977937515
58	2118	4	977941691
58	2985	5	977935606
58	1246	4	977939040
58	2986	4	977942329
58	1247	4	977936622
63	2987	4	977900905
63	3793	2	977900905
63	2997	3	977901058
63	3005	2	977900172
63	6	5	979518533
63	3006	4	977899676
63	3007	5	980111343
63	1407	5	980111244
63	2070	4	977900864
63	671	3	979518533
63	750	5	980111402
63	2310	4	977900595
63	3114	5	977900864
63	3115	2	977900364
63	1513	3	977900709
63	2318	5	977900470
63	912	4	977899712
63	2188	1	977900049
63	785	3	977900515
63	2333	4	977900425
63	2337	1	977900864
63	3081	3	977900762
63	2427	5	977901173
63	2502	5	977900636
63	3160	5	977900556
63	2505	3	977899676
63	1707	1	977899712
63	968	5	977900636
63	3174	4	977900556
63	3175	4	977900426
63	1717	2	980111244
63	3176	4	977900811
63	2375	3	977899750
63	2600	3	977900905
63	2606	2	977900470
63	3409	2	977900364
63	2390	3	977900515
63	2392	2	977900515
63	2395	5	977900762
63	2396	4	977900762
63	2541	3	977900218
63	3273	3	977900762
63	1673	5	977899750
63	2555	1	977901008
63	3359	2	980111094
63	1682	5	979518436
63	2485	2	977900762
63	2700	5	977900811
63	2706	4	977900049
63	2560	5	977900709
63	2707	2	977901008
63	2490	2	977900636
63	223	5	977900218
63	3510	4	977900426
63	2710	3	977901058
63	2712	5	977900364
63	2713	2	977900515
63	2716	4	977900426
63	2572	2	977900049
63	166	3	980111189
63	2722	3	977900219
